archivo,grupo_noticia,identificador,titulo,url,fuente,fecha_publicacion,status_label,global_score,fiabilidad,adecuacion,claridad,profundidad,enfoque,num_alertas,num_alertas_high,num_alertas_medium,num_alertas_low,codigos_alerta
E7_69979303c1b938e19e4dcacc.json,id::58a53982f667939f954fcc9e18d6d38e31042a5c0213195269071fc45b68ca5c,58a53982f667939f954fcc9e18d6d38e31042a5c0213195269071fc45b68ca5c,España se sitúa a la cola de países de la UE en accesibilidad a la vivienda,https://www.lavanguardia.com/economia/20250203/10344874/espana-situa-cola-paises-ue-accesibilidad-vivienda.html,Lavanguardia,2025-02-03T10:00:00,valiosa,7.28,7.25,6.75,6.75,8.75,6.75,8,1,7,0,MISPLACED_FOCUS | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NUMERIC_CLAIM_NO_SUPPORT | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | STRUCTURE_BREAK | VAGUE_REFERENCES
E8_69979303c1b938e19e4dcacc.json,id::58a53982f667939f954fcc9e18d6d38e31042a5c0213195269071fc45b68ca5c,58a53982f667939f954fcc9e18d6d38e31042a5c0213195269071fc45b68ca5c,España se sitúa a la cola de países de la UE en accesibilidad a la vivienda,https://www.lavanguardia.com/economia/20250203/10344874/espana-situa-cola-paises-ue-accesibilidad-vivienda.html,Lavanguardia,2025-02-03T10:00:00,valiosa,7.35,8.75,5.75,6.75,7.75,7.25,8,2,6,0,MISPLACED_FOCUS | MISSING_ATTRIBUTION | NO_CONTEXT_WHEN_NEEDED | NUMERIC_CLAIM_NO_SUPPORT | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | UNVERIFIED_CLAIM | VAGUE_REFERENCES
E9_69979303c1b938e19e4dcacc.json,id::58a53982f667939f954fcc9e18d6d38e31042a5c0213195269071fc45b68ca5c,58a53982f667939f954fcc9e18d6d38e31042a5c0213195269071fc45b68ca5c,España se sitúa a la cola de países de la UE en accesibilidad a la vivienda,https://www.lavanguardia.com/economia/20250203/10344874/espana-situa-cola-paises-ue-accesibilidad-vivienda.html,Lavanguardia,2025-02-03T10:00:00,valiosa,7.48,7.25,6.75,7.75,7.5,8.25,8,2,6,0,LOADED_LANGUAGE | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NUMERIC_CLAIM_NO_SUPPORT | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | VAGUE_REFERENCES
A10_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.45,5.75,5.75,7.75,6.75,6.75,7,2,5,0,IMPLIED_CAUSALITY | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NO_CONTEXT_WHEN_NEEDED | NUMERIC_CLAIM_NO_SUPPORT | OPINION_AS_FACT | WEAK_SOURCE
A11_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.5,5.75,6.75,6.75,6.75,6.75,7,2,5,0,IMPLIED_CAUSALITY | MISSING_ATTRIBUTION | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | STRUCTURE_BREAK | VAGUE_REFERENCES | WEAK_SOURCE
A12_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.7,6.75,6.75,7.75,5.75,6.75,8,2,6,0,LOADED_LANGUAGE | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | VAGUE_REFERENCES
A13_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.35,6.75,5.25,6.75,7.25,5.75,7,2,5,0,MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | SENSATIONALISM | STRUCTURE_BREAK | VAGUE_REFERENCES
A14_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,,6.35,8.25,5.75,5.75,7.25,,6,1,4,1,MISSING_IMPLICATIONS | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | STRUCTURE_BREAK | UNVERIFIED_CLAIM | VAGUE_REFERENCES
A15_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.3,5.75,5.75,6.75,6.75,6.75,8,3,5,0,MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | STRUCTURE_BREAK | VAGUE_REFERENCES | WEAK_SOURCE
A16_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.55,6.75,5.75,6.75,6.75,6.75,8,2,6,0,IMPLIED_CAUSALITY | MISSING_ATTRIBUTION | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | SENSATIONALISM | VAGUE_REFERENCES | WEAK_SOURCE
A17_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.68,7.25,5.75,6.75,6.75,6.75,6,2,4,0,MISPLACED_FOCUS | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | VAGUE_REFERENCES
A18_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.63,6.75,5.25,7.25,6.75,7.25,7,2,5,0,AMBIGUOUS_SUBJECT | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | VAGUE_REFERENCES
A19_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.73,6.25,6.75,6.75,7.25,6.75,10,2,8,0,AMBIGUOUS_SUBJECT | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | STRUCTURE_BREAK | VAGUE_REFERENCES | WEAK_SOURCE
A1_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.83,7.25,6.75,5.75,7.25,6.75,8,2,6,0,MISPLACED_FOCUS | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | VAGUE_REFERENCES
A20_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,irrelevante,5.83,4.25,5.75,6.75,7.25,5.75,7,2,5,0,MISPLACED_FOCUS | MISSING_ATTRIBUTION | NUMERIC_CLAIM_NO_SUPPORT | OPINION_AS_FACT | RESERVA_EPISTEMICA_FA | VAGUE_REFERENCES | WEAK_SOURCE
A2_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.28,5.25,5.75,6.75,6.75,7.25,5,2,3,0,MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | OPINION_AS_FACT | STRUCTURE_BREAK | VAGUE_REFERENCES
A3_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.75,6.75,5.75,6.75,7.25,7.25,6,1,5,0,LOADED_LANGUAGE | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | VAGUE_REFERENCES
A4_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.43,6.25,5.75,6.75,6.75,6.75,8,3,5,0,MISPLACED_FOCUS | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NUMERIC_CLAIM_NO_SUPPORT | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | STRUCTURE_BREAK | VAGUE_REFERENCES
A5_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.6,7.25,5.75,6.25,6.75,6.75,7,2,5,0,LOADED_LANGUAGE | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | STRUCTURE_BREAK
A6_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,irrelevante,5.98,5.25,4.25,6.75,7.25,6.75,8,4,4,0,LOADED_LANGUAGE | MISSING_ATTRIBUTION | NO_CONTEXT_WHEN_NEEDED | NUMERIC_CLAIM_NO_SUPPORT | OPINION_AS_FACT | RESERVA_EPISTEMICA_FA | SENSATIONALISM | WEAK_SOURCE
A7_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.55,7.25,5.75,7.25,5.75,6.75,7,2,5,0,MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NUMERIC_CLAIM_NO_SUPPORT | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | SENSATIONALISM | VAGUE_REFERENCES
A8_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.5,6.25,5.75,7.25,6.75,6.75,8,2,6,0,AMBIGUOUS_SUBJECT | MISSING_ATTRIBUTION | MISSING_IMPLICATIONS | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | SCORE_ALERT_INCONSISTENCY | UNVERIFIED_CLAIM | VAGUE_REFERENCES
A9_6943d61c8a3fcd3af7663ee3.json,id::10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,10318bcdede5d3a6e493846e6df4a17658bfcfaa545ee562a4974e7215831f89,La 'campaña' política de Argüello molesta a los obispos: “Nos ha vuelto a meter en un lío”,https://www.eldiario.es/sociedad/campana-politica-arguello-molesta-obispos-vuelto-meter-lio_1_12847040.html,Eldiario,2025-12-15T21:28:02+01:00,valiosa,6.03,5.25,5.75,5.75,6.75,6.75,6,3,3,0,MISPLACED_FOCUS | MISSING_ATTRIBUTION | NO_CONTEXT_WHEN_NEEDED | OPINION_AS_FACT | STRUCTURE_BREAK | WEAK_SOURCE
